date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:03:12	28974/28974	---M--	200	added ('OK')	image/webp	etag:%2266e6f774-712e%22	https://harmony-ai.app/assets/img/home/embed-video.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/embed-video.webp	(from https://harmony-ai.app/)
11:03:12	58976/58976	---M--	200	added ('OK')	image/webp	etag:%2266e6f775-e660%22	https://harmony-ai.app/assets/img/home/prebuilt.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/prebuilt.webp	(from https://harmony-ai.app/)
11:03:12	371/371	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f774-173%22	https://harmony-ai.app/assets/img/home/line3.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/line3.svg	(from https://harmony-ai.app/)
11:03:13	5442/5442	---M--	200	added ('OK')	image/webp	etag:%2266e6f774-1542%22	https://harmony-ai.app/assets/img/home/dev.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/dev.webp	(from https://harmony-ai.app/)
11:03:13	3128/3128	---M--	200	added ('OK')	image/webp	etag:%2266e6f9e1-c38%22	https://harmony-ai.app/assets/img/home/second.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/second.webp	(from https://harmony-ai.app/)
11:03:13	9474/9474	---M--	200	added ('OK')	image/webp	etag:%2266e6fa25-2502%22	https://harmony-ai.app/assets/img/home/third.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/third.webp	(from https://harmony-ai.app/)
11:03:13	8956/8956	---M--	200	added ('OK')	image/webp	etag:%2266e6fa6f-22fc%22	https://harmony-ai.app/assets/img/home/fourth.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/fourth.webp	(from https://harmony-ai.app/)
11:03:14	35068/35068	---M--	200	added ('OK')	image/webp	etag:%2266e6f774-88fc%22	https://harmony-ai.app/assets/img/home/blog1.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/blog1.webp	(from https://harmony-ai.app/)
11:03:14	26510/26510	---M--	200	added ('OK')	image/webp	etag:%2266e6f774-678e%22	https://harmony-ai.app/assets/img/home/blog2.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/blog2.webp	(from https://harmony-ai.app/)
11:03:14	33424/33424	---M--	200	added ('OK')	image/webp	etag:%2266e6f774-8290%22	https://harmony-ai.app/assets/img/home/blog3.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/blog3.webp	(from https://harmony-ai.app/)
11:03:14	6303/6303	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f775-189f%22	https://harmony-ai.app/assets/img/main/footer-logo.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/main/footer-logo.svg	(from https://harmony-ai.app/)
11:03:15	121/121	---M--	200	added ('OK')	application/javascript	etag:%2266e6f771-79%22	https://harmony-ai.app/assets/js/burger.js	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/js/burger.js	(from https://harmony-ai.app/)
11:03:15	150/150	---M--	200	added ('OK')	application/javascript	etag:%2266e6f772-96%22	https://harmony-ai.app/assets/js/set-hight.js	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/js/set-hight.js	(from https://harmony-ai.app/)
11:03:15	170/170	---M--	200	added ('OK')	application/javascript	etag:%2266e6f771-aa%22	https://harmony-ai.app/assets/js/faq.js	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/js/faq.js	(from https://harmony-ai.app/)
11:03:15	5865/5865	---M--	200	added ('OK')	application/javascript	etag:%2266e6f771-16e9%22	https://harmony-ai.app/assets/js/create-call.js	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/js/create-call.js	(from https://harmony-ai.app/)
11:03:16	1106/1106	---M--	200	added ('OK')	application/javascript	etag:%2266e6f772-452%22	https://harmony-ai.app/assets/js/slider.js	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/js/slider.js	(from https://harmony-ai.app/)
11:03:16	3054/3054	---M--	200	added ('OK')	text/css	etag:%2266e6f771-bee%22	https://harmony-ai.app/assets/css/normalise.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/normalise.css	(from https://harmony-ai.app/assets/css/main.css)
11:03:16	15690/15690	---M--	200	added ('OK')	text/css	etag:%2266e6f771-3d4a%22	https://harmony-ai.app/assets/css/call.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/call.css	(from https://harmony-ai.app/assets/css/main.css)
11:03:16	5739/5739	---M--	200	added ('OK')	text/css	etag:%2266e6f772-166b%22	https://harmony-ai.app/assets/css/pages/all.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/pages/all.css	(from https://harmony-ai.app/assets/css/main.css)
11:03:17	5046/5046	---M--	200	added ('OK')	text/css	etag:%2266e6f772-13b6%22	https://harmony-ai.app/assets/css/pages/ai.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/pages/ai.css	(from https://harmony-ai.app/assets/css/main.css)
11:03:17	3355/3355	---M--	200	added ('OK')	text/css	etag:%2266e6f772-d1b%22	https://harmony-ai.app/assets/css/pages/blog.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/pages/blog.css	(from https://harmony-ai.app/assets/css/main.css)
11:03:17	1113/1113	---M--	200	added ('OK')	text/css	etag:%2266e6f772-459%22	https://harmony-ai.app/assets/css/pages/contact.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/pages/contact.css	(from https://harmony-ai.app/assets/css/main.css)
11:03:18	943/943	---M--	200	added ('OK')	text/css	etag:%2266e6f772-3af%22	https://harmony-ai.app/assets/css/pages/customers.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/pages/customers.css	(from https://harmony-ai.app/assets/css/main.css)
11:03:18	6567/6567	---M--	200	added ('OK')	text/css	etag:%2266e6f772-19a7%22	https://harmony-ai.app/assets/css/pages/home.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/pages/home.css	(from https://harmony-ai.app/assets/css/main.css)
11:03:18	8876/8876	---M--	200	added ('OK')	text/css	etag:%2266e6f772-22ac%22	https://harmony-ai.app/assets/css/pages/pricing.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/pages/pricing.css	(from https://harmony-ai.app/assets/css/main.css)
11:03:18	3557/3557	---M--	200	added ('OK')	text/css	etag:%2266e6f772-de5%22	https://harmony-ai.app/assets/css/pages/security.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/pages/security.css	(from https://harmony-ai.app/assets/css/main.css)
11:03:18	1719/1719	---M--	200	added ('OK')	text/css	etag:%2266e6f772-6b7%22	https://harmony-ai.app/assets/css/pages/download.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/pages/download.css	(from https://harmony-ai.app/assets/css/main.css)
11:03:19	16003/16003	---M--	200	added ('OK')	text/css	etag:%2266e6f772-3e83%22	https://harmony-ai.app/assets/css/pages/adapt.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/pages/adapt.css	(from https://harmony-ai.app/assets/css/main.css)
11:03:19	480/480	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f772-1e0%22	https://harmony-ai.app/assets/img/ai/arrow-right-black.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/ai/arrow-right-black.svg	(from https://harmony-ai.app/ai)
11:03:19	1076/1076	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f772-434%22	https://harmony-ai.app/assets/img/ai/magic-stick.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/ai/magic-stick.svg	(from https://harmony-ai.app/ai)
11:03:19	467/467	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f773-1d3%22	https://harmony-ai.app/assets/img/ai/mini-arrow.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/ai/mini-arrow.svg	(from https://harmony-ai.app/ai)
11:03:20	16272/16272	---M--	200	added ('OK')	image/webp	etag:%2266e6f773-3f90%22	https://harmony-ai.app/assets/img/ai/pipecat.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/ai/pipecat.webp	(from https://harmony-ai.app/ai)
11:03:20	15862/15862	---M--	200	added ('OK')	image/webp	etag:%2266e6f773-3df6%22	https://harmony-ai.app/assets/img/ai/story.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/ai/story.webp	(from https://harmony-ai.app/ai)
11:03:20	490/490	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f773-1ea%22	https://harmony-ai.app/assets/img/ai/white-arrow.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/ai/white-arrow.svg	(from https://harmony-ai.app/ai)
11:03:20	23338/23338	---M--	200	added ('OK')	image/webp	etag:%2266e6f772-5b2a%22	https://harmony-ai.app/assets/img/ai/highlight.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/ai/highlight.webp	(from https://harmony-ai.app/ai)
11:03:21	20474/20474	---M--	200	added ('OK')	image/webp	etag:%2266e6f773-4ffa%22	https://harmony-ai.app/assets/img/ai/note.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/ai/note.webp	(from https://harmony-ai.app/ai)
11:03:22	334/334	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f776-14e%22	https://harmony-ai.app/assets/img/security/svg-abs-secur.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/security/svg-abs-secur.svg	(from https://harmony-ai.app/security)
11:03:22	10118/10118	---M--	200	added ('OK')	image/webp	etag:%2266e6f776-2786%22	https://harmony-ai.app/assets/img/security/res1.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/security/res1.webp	(from https://harmony-ai.app/security)
11:03:22	11936/11936	---M--	200	added ('OK')	image/webp	etag:%2266e6f776-2ea0%22	https://harmony-ai.app/assets/img/security/res2.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/security/res2.webp	(from https://harmony-ai.app/security)
11:03:23	19588/19588	---M--	200	added ('OK')	image/webp	etag:%2266e6f776-4c84%22	https://harmony-ai.app/assets/img/security/res3.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/security/res3.webp	(from https://harmony-ai.app/security)
11:03:24	3562/3562	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f775-dea%22	https://harmony-ai.app/assets/img/home/logo-pop.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/logo-pop.svg	(from https://harmony-ai.app/security)
11:03:24	204/204	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Jan%202025%2010:03:24%20GMT	https://harmony-ai.app/assets/image/index/popup-clock.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/image/index/popup-clock.svg	(from https://harmony-ai.app/security)
11:03:24	204/204	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Jan%202025%2010:03:24%20GMT	https://harmony-ai.app/assets/image/index/popup-phone.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/image/index/popup-phone.svg	(from https://harmony-ai.app/security)
11:03:24	204/204	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Jan%202025%2010:03:24%20GMT	https://harmony-ai.app/assets/image/index/popup-link.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/image/index/popup-link.svg	(from https://harmony-ai.app/security)
11:03:25	25610/25610	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f775-640a%22	https://harmony-ai.app/assets/img/pricing/arrow-adv.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/arrow-adv.svg	(from https://harmony-ai.app/pricing)
11:03:25	4698059/4698059	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f775-47afcb%22	https://harmony-ai.app/assets/img/home/line2.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/home/line2.svg	(from https://harmony-ai.app/)
11:03:25	1816/1816	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f776-718%22	https://harmony-ai.app/assets/img/pricing/perc-adv.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/perc-adv.svg	(from https://harmony-ai.app/pricing)
11:03:25	1004/1004	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f776-3ec%22	https://harmony-ai.app/assets/img/pricing/shield-adv.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/shield-adv.svg	(from https://harmony-ai.app/pricing)
11:03:26	1454/1454	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f776-5ae%22	https://harmony-ai.app/assets/img/pricing/diamond-adv.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/diamond-adv.svg	(from https://harmony-ai.app/pricing)
11:03:26	1768/1768	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f776-6e8%22	https://harmony-ai.app/assets/img/pricing/rocket-adv.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/rocket-adv.svg	(from https://harmony-ai.app/pricing)
11:03:26	798/798	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f776-31e%22	https://harmony-ai.app/assets/img/pricing/list-adv.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/list-adv.svg	(from https://harmony-ai.app/pricing)
11:03:26	6078/6078	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f776-17be%22	https://harmony-ai.app/assets/img/pricing/harm-table.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/harm-table.svg	(from https://harmony-ai.app/pricing)
11:03:26	4070/4070	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f776-fe6%22	https://harmony-ai.app/assets/img/pricing/twilio-table.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/twilio-table.svg	(from https://harmony-ai.app/pricing)
11:03:27	3637/3637	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f776-e35%22	https://harmony-ai.app/assets/img/pricing/zoom-table.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/zoom-table.svg	(from https://harmony-ai.app/pricing)
11:03:27	1387/1387	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f775-56b%22	https://harmony-ai.app/assets/img/pricing/check.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/check.svg	(from https://harmony-ai.app/pricing)
11:03:27	1114/1114	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f775-45a%22	https://harmony-ai.app/assets/img/pricing/cross.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/cross.svg	(from https://harmony-ai.app/pricing)
11:03:27	235/235	---M--	200	added ('OK')	image/svg+xml	etag:%2266e6f775-eb%22	https://harmony-ai.app/assets/img/pricing/blue-arrow.svg	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/pricing/blue-arrow.svg	(from https://harmony-ai.app/pricing)
11:03:28	1457/1457	---M--	200	added ('OK')	application/javascript	etag:%2266e6f772-5b1%22	https://harmony-ai.app/assets/js/table.js	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/js/table.js	(from https://harmony-ai.app/pricing)
11:03:28	1480/1480	---M--	200	added ('OK')	application/javascript	etag:%2266f998d1-5c8%22	https://harmony-ai.app/assets/js/download.js	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/js/download.js	(from https://harmony-ai.app/download)
11:03:29	134919/134919	---M--	200	added ('OK')	image/jpeg	etag:%226736876c-20f07%22	https://harmony-ai.app/main.jpg	C:/My%20Web%20Sites/harmony/harmony-ai.app/main.jpg	(from https://harmony-ai.app/download)
11:03:29	1394/1394	---M--	200	added ('OK')	image/webp	etag:%2266e6f774-572%22	https://harmony-ai.app/assets/img/blog/creator1.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/creator1.webp	(from https://harmony-ai.app/blog)
11:03:29	34598/34598	---M--	200	added ('OK')	image/webp	etag:%2266e6f773-8726%22	https://harmony-ai.app/assets/img/blog/1.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/1.webp	(from https://harmony-ai.app/blog)
11:03:29	19388/19388	---M--	200	added ('OK')	image/webp	etag:%2266e6f773-4bbc%22	https://harmony-ai.app/assets/img/blog/2.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/2.webp	(from https://harmony-ai.app/blog)
11:03:29	3040/3040	---M--	200	added ('OK')	image/webp	etag:%2266e6f774-be0%22	https://harmony-ai.app/assets/img/blog/creator2.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/creator2.webp	(from https://harmony-ai.app/blog)
11:03:30	42572/42572	---M--	200	added ('OK')	image/webp	etag:%2266e6f773-a64c%22	https://harmony-ai.app/assets/img/blog/3.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/3.webp	(from https://harmony-ai.app/blog)
11:03:30	10854/10854	---M--	200	added ('OK')	image/webp	etag:%2266e6f773-2a66%22	https://harmony-ai.app/assets/img/blog/4.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/4.webp	(from https://harmony-ai.app/blog)
11:03:30	14152/14152	---M--	200	added ('OK')	image/webp	etag:%2266e6f773-3748%22	https://harmony-ai.app/assets/img/blog/5.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/5.webp	(from https://harmony-ai.app/blog)
11:03:31	5512/5512	---M--	200	added ('OK')	image/webp	etag:%2266e6f773-1588%22	https://harmony-ai.app/assets/img/blog/6.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/6.webp	(from https://harmony-ai.app/blog)
11:03:31	12716/12716	---M--	200	added ('OK')	image/webp	etag:%2266e6f773-31ac%22	https://harmony-ai.app/assets/img/blog/7.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/7.webp	(from https://harmony-ai.app/blog)
11:03:31	21162/21162	---M--	200	added ('OK')	image/webp	etag:%2266e6f774-52aa%22	https://harmony-ai.app/assets/img/blog/8.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/8.webp	(from https://harmony-ai.app/blog)
11:03:31	9592/9592	---M--	200	added ('OK')	image/webp	etag:%2266e6f777-2578%22	https://harmony-ai.app/assets/img/blog/miniblog/1.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/miniblog/1.webp	(from https://harmony-ai.app/blog)
11:03:31	5586/5586	---M--	200	added ('OK')	image/webp	etag:%2266e6f777-15d2%22	https://harmony-ai.app/assets/img/blog/miniblog/2.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/miniblog/2.webp	(from https://harmony-ai.app/blog)
11:03:32	18146/18146	---M--	200	added ('OK')	image/webp	etag:%2266e6f777-46e2%22	https://harmony-ai.app/assets/img/blog/miniblog/3.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/miniblog/3.webp	(from https://harmony-ai.app/blog)
11:03:33	5588/5588	---M--	200	added ('OK')	image/webp	etag:%2266e6f777-15d4%22	https://harmony-ai.app/assets/img/blog/miniblog/4.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/miniblog/4.webp	(from https://harmony-ai.app/blog)
11:03:33	7954/7954	---M--	200	added ('OK')	image/webp	etag:%2266e6f778-1f12%22	https://harmony-ai.app/assets/img/blog/miniblog/5.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/miniblog/5.webp	(from https://harmony-ai.app/blog)
11:03:33	9894/9894	---M--	200	added ('OK')	image/webp	etag:%2266e6f778-26a6%22	https://harmony-ai.app/assets/img/blog/miniblog/6.webp	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/img/blog/miniblog/6.webp	(from https://harmony-ai.app/blog)
11:03:33	2633/2633	---M--	200	added ('OK')	text/css	etag:%2266e6f771-a49%22	https://harmony-ai.app/assets/css/slider-customers.css	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/css/slider-customers.css	(from https://harmony-ai.app/customers)
11:03:36	212247/212247	---M--	200	added ('OK')	video/mp4	etag:%2266e6f776-33d17%22	https://harmony-ai.app/assets/videos/customers/customer3.mp4	C:/My%20Web%20Sites/harmony/harmony-ai.app/assets/videos/customers/customer3.mp4	(from https://harmony-ai.app/customers)
